BIOS241,Dissecting algorithms for RNA Sequencing,GR,MED,Medical Satisfactory/No Credit
BIOS242,Writing Compelling Fellowships and Career Development Awards,GR,MED,Satisfactory/No Credit
BIOS243,Grant Writing Academy Mini Course: Specific Aims,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS244,Computer Applications in Pharmaceutical Research and Development,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS245,The Immune Response to Infectious Diseases,GR,MED,Medical Satisfactory/No Credit
BIOS246,Introduction to Meta-Analysis,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS247,Neuro-Cellular Core,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS248,Scientific Computing for Ecologists; Biologists and Environmental Scientists,GR,MED,Medical Satisfactory/No Credit
BIOS249,Interactive Microbiology,GR,MED,Medical Satisfactory/No Credit
BIOS250,Interdisciplinary Drug Discovery,GR,MED,Medical Satisfactory/No Credit
BIOS251,Biotechnology in the Natural World (SBIO 251),GR,MED,Medical Satisfactory/No Credit
BIOS252,Experimental strategies for understanding plant-environmental responses,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS253,Discovery and Innovation in Emerging Viral Infections,GR,MED,Medical Satisfactory/No Credit
BIOS254,DataLucence::Images,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS255,Promises and Pitfalls: A Critical Evaluation of Neuroscience Techniques,GR,MED,Medical Satisfactory/No Credit
BIOS256,SCULPTURAL DATA ILLUSTRATIONS,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS257,HIV: The virus; the disease; the research,GR,MED,Medical Satisfactory/No Credit
BIOS258,Ethics; Science; and Society,GR,MED,Medical Satisfactory/No Credit
BIOS259,Statistical Genetics of Complex Traits,GR,MED,Medical Satisfactory/No Credit
BIOS260,Principles of Quantitative Biological Microscopy and Image Analysis,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS261,Plant anatomy and cellular structure:  fundamental concepts to interpret data,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS262,Learning to Fly: Drosophila Research Methods,GR,MED,Medical Option (Med-Ltr-CR/NC)
BIOS263,Applied Grant-Writing Skills for Fellowships,GR,MED,Medical Satisfactory/No Credit
BIOS264,Introduction to Data Management and Analysis for Genomics Research,GR,MED,Medical Satisfactory/No Credit
CBIO101,Cancer Biology (PATH 101),UG,MED,Letter or Credit/No Credit
CBIO240,Molecular Genetic Basis of Cancer,GR,MED,Medical Option (Med-Ltr-CR/NC)
CBIO241,Cellular Basis of Cancer,GR,MED,Medical Option (Med-Ltr-CR/NC)
CBIO242,Cellular and Clinical Aspects of Cancer,GR,MED,Medical Option (Med-Ltr-CR/NC)
CBIO243,Principles of Cancer Systems Biology,GR,MED,Medical Option (Med-Ltr-CR/NC)
CBIO244,Lecture Series in Cancer Systems Biology,GR,MED,Medical Satisfactory/No Credit
CBIO245,Lecture Seminar Series in Cancer Biology Program,GR,MED,Medical Satisfactory/No Credit
CBIO260,Teaching in Cancer Biology,GR,MED,Medical Satisfactory/No Credit
CBIO275,Tumor Immunology (IMMUNOL 275),GR,MED,Medical Option (Med-Ltr-CR/NC)
CBIO280,Cancer Biology Journal Club,GR,MED,Medical Satisfactory/No Credit
CBIO299,Directed Reading in Cancer Biology,GR,MED,Medical Option (Med-Ltr-CR/NC)
CBIO399,Graduate Research,GR,MED,Medical Option (Med-Ltr-CR/NC)
CBIO801,TGR Project,GR,MED,TGR
CBIO802,TGR Dissertation,GR,MED,TGR
CTS101SI,Introduction to Cardiothoracic Surgery Skills,GR,MED,Medical Satisfactory/No Credit
CTS199,Undergraduate Research,UG,MED,Letter or Credit/No Credit
CTS370,Medical Scholars Research,MED,MED,Medical School MD Grades
CTS399,Graduate Research,GR,MED,Medical Satisfactory/No Credit
CSB199,Undergraduate Research,UG,MED,Satisfactory/No Credit
CSB201,Chemical and Systems Biology Bootcamp,GR,MED,Medical Satisfactory/No Credit
CSB210,Cell Signaling,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB220,Chemistry of Biological Processes,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB222,Imaging: Biological Light Microscopy (BIO 152; MCP 222),GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB240A,A Practical Approach to Drug Discovery and Development,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB240B,A Practical Approach to Drug Discover and Development,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB242,Drug Discovery and Development Seminar Series,GR,MED,Medical Satisfactory/No Credit
CSB244,Drug Discovery and Development: A Case-based Approach,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB245,Economics of Biotechnology,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB250,The Biology of Chromatin Templated Processes,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB260,Concepts and Applications in Chemical Biology,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB261,Quantitative Principles in Cell Differentiation,GR,MED,Medical Option (Med-Ltr-CR/NC)
CSB270,Research Seminar,GR,MED,Medical Satisfactory/No Credit
CSB271,Principles of Cell Cycle Control (BIO 171; BIO 271),GR,MED,Letter (ABCD/NP)
CSB272,Research Ethics,GR,MED,Medical Satisfactory/No Credit
CSB290,Curricular Practical Training,GR,MED,Medical Satisfactory/No Credit
CSB299,Directed Reading in Chemical and Systems Biology,GR,MED,Medical Satisfactory/No Credit
CSB370,Medical Scholars Research,MED,MED,Medical School MD Grades
CSB399,Graduate Research,GR,MED,Medical Satisfactory/No Credit
CSB801,TGR Project,GR,MED,TGR
CSB802,TGR Dissertation,GR,MED,TGR
CHPR113,Healthy/Sustainable Food Systems: Maximum Sustainability across Health; Economics; and Environment (HUMBIO 113S),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR130,Human Nutrition (HUMBIO 130),UG,MED,Letter or Credit/No Credit
CHPR166,Food and Society: Exploring Eating Behaviors in Social; Environmental; and Policy Context (HUMBIO 166),GR,MED,Letter (ABCD/NP)
CHPR199,Undergraduate Research,UG,MED,Letter or Credit/No Credit
CHPR200,SPRC/GMD Research Seminar,GR,MED,Medical Satisfactory/No Credit
CHPR201,Introduction to Science of Healthy Living,UG,MED,Medical Option (Med-Ltr-CR/NC)
CHPR202,FUNDAMENTALS OF R,UG,MED,Medical Satisfactory/No Credit
CHPR206,Meta-research: Appraising Research Findings; Bias; and Meta-analysis (HRP 206; MED 206; STATS 211),MED,MED,Medical Satisfactory/No Credit
CHPR212,Methods for Health Care Delivery Innovation; Implementation and Evaluation (HRP 218; MED 212),GR,MED,Medical Satisfactory/No Credit
CHPR223,Obesity in America: Clinical and Public Health Implications (HUMBIO 123),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR225,The Role of Causal Inference; Study Design; & Outcomes in Community Research,GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR226,Promoting Health Over the Life Course: Multidisciplinary Perspectives (HUMBIO 126),GR,MED,Letter or Credit/No Credit
CHPR228,Theoretical Foundations and Design of Behavioral Intervention Trials,GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR239,Program Internship and Engagement (PIE),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR240,Prevention Research: the Science of Healthy Living,GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR247,Methods in Community Assessment; Evaluation; and Research (MED 147; MED 247),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR254,Engineering Better Health Systems: modeling for public health (HRP 234; HUMBIO 154A),GR,MED,Letter (ABCD/NP)
CHPR255,The Responsible Conduct of Research for Clinical and Community Researchers (MED 255C),GR,MED,Medical Satisfactory/No Credit
CHPR260,Prevention Across Medical Disciplines: Evidence-based Guidelines,GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR271,Human Molecular Genetics (GENE 271),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR272,Introduction to Medical Genetics (GENE 272),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR274A,A Case Based Approach to Clinical Genetics (GENE 274A),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR274B,A Case Based Approach to Clinical Genetics (GENE 274B),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR278,Prenatal Genetic Counseling (GENE 278),GR,MED,Medical Satisfactory/No Credit
CHPR279,Pediatric and Adult Genetic Counseling (GENE 279),GR,MED,Medical Satisfactory/No Credit
CHPR280,Metabolic Genetic Counseling (GENE 280),GR,MED,Medical Satisfactory/No Credit
CHPR281,Cancer Genetic Counseling (GENE 281),GR,MED,Medical Satisfactory/No Credit
CHPR284,Medical Genetics Seminar (GENE 284),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR287,CARDIOVASCULAR GENETICS (GENE 287),GR,MED,Medical Satisfactory/No Credit
CHPR290,Advanced Statistical Methods for Observational Studies (EDUC 260B; STATS 266),GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR291,Assessing the Health Effects of Economic Change,GR,MED,Medical Satisfactory/No Credit
CHPR298,Directed Reading,GR,MED,Medical Satisfactory/No Credit
CHPR299,Community-based Research Internship,GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR399,Community Health and Prevention Research Master's Thesis Writing,GR,MED,Medical Option (Med-Ltr-CR/NC)
CHPR801,TGR Project,GR,MED,TGR
COMPMED11SC,Life in the Zoo: Behavior; Welfare and Enrichment,UG,MED,Letter (ABCD/NP)
COMPMED80N,Animal behavior: sex; death; and sometimes food!,UG,MED,Letter or Credit/No Credit
COMPMED81N,Comparative Anatomy and Physiology of Mammals,UG,MED,Letter or Credit/No Credit
COMPMED83,Horse Medicine,UG,MED,Letter or Credit/No Credit
COMPMED84Q,Globally Emerging Zoonotic Diseases,UG,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED85N,Animal Use in Biomedical Research,UG,MED,Letter or Credit/No Credit
COMPMED87Q,Laboratory Mouse in Biomedical  Research,UG,MED,Letter or Credit/No Credit
COMPMED89Q,Ouch it Hurts! The Comparative Neurobiology of Pain,UG,MED,Letter or Credit/No Credit
COMPMED107,Comparative Brain Evolution (COMPMED 207),UG,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED110,Pre-Vet Advisory,UG,MED,Satisfactory/No Credit
COMPMED198,Undergraduate Directed Reading in Comparative Medicine,UG,MED,Letter or Credit/No Credit
COMPMED199,Undergraduate Research,UG,MED,Letter or Credit/No Credit
COMPMED200,Comparative Medicine Seminar and One Health Journal Club,GR,MED,Medical Satisfactory/No Credit
COMPMED201,Neuro-Cellular Core (NEPR 201),GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED202,Training in Research and Biomethodology for Laboratory Animal Science,GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED207,Comparative Brain Evolution (COMPMED 107),GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED209,Laboratory Animal Medicine Seminar,GR,MED,Medical Satisfactory/No Credit
COMPMED210,Introduction to Mouse Histopathology,GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED211,Biostatistics for the Life Sciences: Best practices for reproducibility and trasnlation,GR,MED,Medical Satisfactory/No Credit
COMPMED215,Synaptic Properties and Neuronal Circuits,GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED260,MLAS Practicum,GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED290,MLAS Career Development,GR,MED,Medical Satisfactory/No Credit
COMPMED299,Directed Reading in Comparative Medicine,GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED370,Medical Scholars Research,MED,MED,Medical School MD Grades
COMPMED399,Graduate Research,GR,MED,Medical Option (Med-Ltr-CR/NC)
COMPMED801,TGR Project,GR,MED,TGR
DERM199,Undergraduate Research,UG,MED,Letter or Credit/No Credit
DERM370,Medical Scholars Research,MED,MED,Medical School MD Grades
DERM399,Graduate Research,GR,MED,Medical Satisfactory/No Credit
DBIO199,Undergraduate Research,UG,MED,Letter or Credit/No Credit
DBIO200,Genetics and Developmental Biology Training Camp (GENE 200),MED,MED,Medical Satisfactory/No Credit
DBIO201,Development and Disease Mechanisms,GR,MED,Medical Option (Med-Ltr-CR/NC)
DBIO210,Developmental Biology,GR,MED,Medical Option (Med-Ltr-CR/NC)
DBIO211,Biophysics of Multi-cellular Systems and Amorphous Computing (BIOE 211; BIOE 311; BIOPHYS 311),GR,MED,Medical Option (Med-Ltr-CR/NC)
DBIO215,Frontiers in Biological Research (BIOC 215; GENE 215),GR,MED,Medical Satisfactory/No Credit
DBIO219,Special Topics in Development and Cancer: Evolutionary and Quantitative Perspectives (BIOE 219),MED,MED,Letter (ABCD/NP)
DBIO220,Genomics and Personalized Medicine (GENE 210),GR,MED,Medical Option (Med-Ltr-CR/NC)
DBIO234,Elements of Grant Writing,GR,MED,Medical Satisfactory/No Credit
DBIO273A,A Computational Tour of the Human Genome (BIOMEDIN 273A; CS 273A),GR,MED,Letter or Credit/No Credit
DBIO299,Directed Reading in Developmental Biology,GR,MED,Medical Option (Med-Ltr-CR/NC)
DBIO299C,CURRICULAR PRACTICAL TRAINING,GR,MED,Medical Satisfactory/No Credit
DBIO370,Medical Scholars Research,MED,MED,Medical School MD Grades
DBIO399,Graduate Research,GR,MED,Medical Option (Med-Ltr-CR/NC)
DBIO802,TGR Dissertation,GR,MED,TGR
EMED5C,Human Trafficking: Historical; Legal; and Medical Perspectives (CSRE 5C; FEMGEN 5C; HISTORY 5C; HUMBIO 178T),UG,MED,Letter (ABCD/NP)
EMED105C,Human Trafficking: Historical; Legal; and Medical Perspectives (CSRE 105C; FEMGEN 105C; HISTORY 105C; INTNLREL 105C),UG,MED,Letter (ABCD/NP)
EMED110,Basic Cardiac Life Support for Undergraduates,UG,MED,Letter or Credit/No Credit
EMED111A,Emergency Medical Technician Training (EMED 211A),UG,MED,Medical Option (Med-Ltr-CR/NC)
EMED111B,Emergency Medical Technician Training (EMED 211B),UG,MED,Medical Option (Med-Ltr-CR/NC)
EMED111C,Emergency Medical Technician Training (EMED 211C),UG,MED,Medical Option (Med-Ltr-CR/NC)
EMED112A,Advanced Training and Teaching for the EMT (EMED 212A),UG,MED,Medical Option (Med-Ltr-CR/NC)
EMED112B,Advanced Training and Teaching for the EMT (EMED 212B),UG,MED,Medical Option (Med-Ltr-CR/NC)
EMED112C,Advanced Training and Teaching for the EMT (EMED 212C),UG,MED,Medical Option (Med-Ltr-CR/NC)
EMED122,Biosecurity and Bioterrorism Response (BIOE 122; PUBLPOL 122),UG,MED,Letter or Credit/No Credit
EMED125,Social Emergency Medicine and Community Engagement,UG,MED,Satisfactory/No Credit
EMED199,Undergraduate Research,UG,MED,Letter or Credit/No Credit
EMED201,Basic Cardiac Life Support for Healthcare Professionals,MED,MED,Medical School MD Grades
EMED201A,Re-Certification for Basic Cardiac Life Support for Healthcare Professionals,MED,MED,Medical School MD Grades
EMED205,Film and Television Emergencies: Grasp Emergency Care through Pop Culture,MED,MED,Medical School MD Grades
EMED210A,Managing Emergencies: What Every Doctor Should Know (Clinical Fundamentals),GR,MED,Medical Satisfactory/No Credit
EMED210B,Managing Emergencies: What Every Doctor Should Know (High Risk Chief Complaints),GR,MED,Medical Satisfactory/No Credit
EMED211A,Emergency Medical Technician Training (EMED 111A),GR,MED,Medical Option (Med-Ltr-CR/NC)
EMED211B,Emergency Medical Technician Training (EMED 111B),GR,MED,Medical Option (Med-Ltr-CR/NC)
EMED211C,Emergency Medical Technician Training (EMED 111C),GR,MED,Medical Option (Med-Ltr-CR/NC)
