BIOS263,Applied Grant-Writing Skills for Fellowships,GR,MED,,Medical Satisfactory/No Credit,2,Active
BIOS264,Introduction to Data Management and Analysis for Genomics Research,GR,MED,,Medical Satisfactory/No Credit,2,Active
CBIO101,Cancer Biology (PATH 101),UG,MED,,Letter or Credit/No Credit,4,Active
CBIO240,Molecular Genetic Basis of Cancer,GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CBIO241,Cellular Basis of Cancer,GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CBIO242,Cellular and Clinical Aspects of Cancer,GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CBIO243,Principles of Cancer Systems Biology,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CBIO244,Lecture Series in Cancer Systems Biology,GR,MED,,Medical Satisfactory/No Credit,1,Active
CBIO245,Lecture Seminar Series in Cancer Biology Program,GR,MED,,Medical Satisfactory/No Credit,1,Active
CBIO260,Teaching in Cancer Biology,GR,MED,,Medical Satisfactory/No Credit,10,Active
CBIO275,Tumor Immunology (IMMUNOL 275),GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
CBIO280,Cancer Biology Journal Club,GR,MED,,Medical Satisfactory/No Credit,1,Active
CBIO299,Directed Reading in Cancer Biology,GR,MED,,Medical Option (Med-Ltr-CR/NC),18,Active
CBIO399,Graduate Research,GR,MED,,Medical Option (Med-Ltr-CR/NC),18,Active
CBIO801,TGR Project,GR,MED,,TGR,0,Active
CBIO802,TGR Dissertation,GR,MED,,TGR,0,Active
CTS101SI,Introduction to Cardiothoracic Surgery Skills,GR,MED,,Medical Satisfactory/No Credit,2,Active
CTS199,Undergraduate Research,UG,MED,,Letter or Credit/No Credit,18,Active
CTS370,Medical Scholars Research,MED,MED,,Medical School MD Grades,18,Active
CTS399,Graduate Research,GR,MED,,Medical Satisfactory/No Credit,18,Active
CSB199,Undergraduate Research,UG,MED,,Satisfactory/No Credit,18,Active
CSB201,Chemical and Systems Biology Bootcamp,GR,MED,,Medical Satisfactory/No Credit,1,Active
CSB210,Cell Signaling,GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CSB220,Chemistry of Biological Processes,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CSB222,Imaging: Biological Light Microscopy (BIO 152; MCP 222),GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CSB240A,A Practical Approach to Drug Discovery and Development,GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CSB240B,A Practical Approach to Drug Discover and Development,GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CSB242,Drug Discovery and Development Seminar Series,GR,MED,,Medical Satisfactory/No Credit,1,Active
CSB244,Drug Discovery and Development: A Case-based Approach,GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
CSB245,Economics of Biotechnology,GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
CSB250,The Biology of Chromatin Templated Processes,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CSB260,Concepts and Applications in Chemical Biology,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CSB261,Quantitative Principles in Cell Differentiation,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CSB270,Research Seminar,GR,MED,,Medical Satisfactory/No Credit,1,Active
CSB271,Principles of Cell Cycle Control (BIO 171; BIO 271),GR,MED,,Letter (ABCD/NP),3,Active
CSB272,Research Ethics,GR,MED,,Medical Satisfactory/No Credit,1,Active
CSB290,Curricular Practical Training,GR,MED,,Medical Satisfactory/No Credit,1,Active
CSB299,Directed Reading in Chemical and Systems Biology,GR,MED,,Medical Satisfactory/No Credit,18,Active
CSB370,Medical Scholars Research,MED,MED,,Medical School MD Grades,18,Active
CSB399,Graduate Research,GR,MED,,Medical Satisfactory/No Credit,18,Active
CSB801,TGR Project,GR,MED,,TGR,0,Active
CSB802,TGR Dissertation,GR,MED,,TGR,0,Active
CHPR113,Healthy/Sustainable Food Systems: Maximum Sustainability across Health; Economics; and Environment (HUMBIO 113S),GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CHPR130,Human Nutrition (HUMBIO 130),UG,MED,WAY-SMA,Letter or Credit/No Credit,4,Active
CHPR166,Food and Society: Exploring Eating Behaviors in Social; Environmental; and Policy Context (HUMBIO 166),GR,MED,,Letter (ABCD/NP),4,Active
CHPR199,Undergraduate Research,UG,MED,,Letter or Credit/No Credit,18,Active
CHPR200,SPRC/GMD Research Seminar,GR,MED,,Medical Satisfactory/No Credit,1,Active
CHPR201,Introduction to Science of Healthy Living,UG,MED,,Medical Option (Med-Ltr-CR/NC),1,Active
CHPR202,FUNDAMENTALS OF R,UG,MED,,Medical Satisfactory/No Credit,1,Active
CHPR206,Meta-research: Appraising Research Findings; Bias; and Meta-analysis (HRP 206; MED 206; STATS 211),MED,MED,,Medical Satisfactory/No Credit,3,Active
CHPR212,Methods for Health Care Delivery Innovation; Implementation and Evaluation (HRP 218; MED 212),GR,MED,,Medical Satisfactory/No Credit,2,Active
CHPR223,Obesity in America: Clinical and Public Health Implications (HUMBIO 123),GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CHPR225,The Role of Causal Inference; Study Design; & Outcomes in Community Research,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CHPR226,Promoting Health Over the Life Course: Multidisciplinary Perspectives (HUMBIO 126),GR,MED,,Letter or Credit/No Credit,3,Active
CHPR228,Theoretical Foundations and Design of Behavioral Intervention Trials,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CHPR239,Program Internship and Engagement (PIE),GR,MED,,Medical Option (Med-Ltr-CR/NC),1,Active
CHPR240,Prevention Research: the Science of Healthy Living,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CHPR247,Methods in Community Assessment; Evaluation; and Research (MED 147; MED 247),GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CHPR254,Engineering Better Health Systems: modeling for public health (HRP 234; HUMBIO 154A),GR,MED,,Letter (ABCD/NP),4,Active
CHPR255,The Responsible Conduct of Research for Clinical and Community Researchers (MED 255C),GR,MED,,Medical Satisfactory/No Credit,1,Active
CHPR260,Prevention Across Medical Disciplines: Evidence-based Guidelines,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CHPR271,Human Molecular Genetics (GENE 271),GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
CHPR272,Introduction to Medical Genetics (GENE 272),GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CHPR274A,A Case Based Approach to Clinical Genetics (GENE 274A),GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
CHPR274B,A Case Based Approach to Clinical Genetics (GENE 274B),GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
CHPR278,Prenatal Genetic Counseling (GENE 278),GR,MED,,Medical Satisfactory/No Credit,1,Active
CHPR279,Pediatric and Adult Genetic Counseling (GENE 279),GR,MED,,Medical Satisfactory/No Credit,1,Active
CHPR280,Metabolic Genetic Counseling (GENE 280),GR,MED,,Medical Satisfactory/No Credit,1,Active
CHPR281,Cancer Genetic Counseling (GENE 281),GR,MED,,Medical Satisfactory/No Credit,1,Active
CHPR284,Medical Genetics Seminar (GENE 284),GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
CHPR287,CARDIOVASCULAR GENETICS (GENE 287),GR,MED,,Medical Satisfactory/No Credit,1,Active
CHPR290,Advanced Statistical Methods for Observational Studies (EDUC 260B; STATS 266),GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
CHPR291,Assessing the Health Effects of Economic Change,GR,MED,,Medical Satisfactory/No Credit,3,Active
CHPR298,Directed Reading,GR,MED,,Medical Satisfactory/No Credit,18,Active
CHPR299,Community-based Research Internship,GR,MED,,Medical Option (Med-Ltr-CR/NC),18,Active
CHPR399,Community Health and Prevention Research Master's Thesis Writing,GR,MED,,Medical Option (Med-Ltr-CR/NC),18,Active
CHPR801,TGR Project,GR,MED,,TGR,0,Active
COMPMED11SC,Life in the Zoo: Behavior; Welfare and Enrichment,UG,MED,,Letter (ABCD/NP),2,Active
COMPMED80N,Animal behavior: sex; death; and sometimes food!,UG,MED,WAY-SMA,Letter or Credit/No Credit,3,Active
COMPMED81N,Comparative Anatomy and Physiology of Mammals,UG,MED,WAY-SMA||GER: DB-NatSci,Letter or Credit/No Credit,3,Active
COMPMED83,Horse Medicine,UG,MED,,Letter or Credit/No Credit,2,Active
COMPMED84Q,Globally Emerging Zoonotic Diseases,UG,MED,WAY-SMA,Medical Option (Med-Ltr-CR/NC),3,Active
COMPMED85N,Animal Use in Biomedical Research,UG,MED,,Letter or Credit/No Credit,3,Active
COMPMED87Q,Laboratory Mouse in Biomedical  Research,UG,MED,WAY-SMA||GER: DB-NatSci,Letter or Credit/No Credit,3,Active
COMPMED89Q,Ouch it Hurts! The Comparative Neurobiology of Pain,UG,MED,,Letter or Credit/No Credit,3,Active
COMPMED107,Comparative Brain Evolution (COMPMED 207),UG,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
COMPMED110,Pre-Vet Advisory,UG,MED,,Satisfactory/No Credit,1,Active
COMPMED198,Undergraduate Directed Reading in Comparative Medicine,UG,MED,,Letter or Credit/No Credit,3,Active
COMPMED199,Undergraduate Research,UG,MED,,Letter or Credit/No Credit,3,Active
COMPMED200,Comparative Medicine Seminar and One Health Journal Club,GR,MED,,Medical Satisfactory/No Credit,1,Active
COMPMED201,Neuro-Cellular Core (NEPR 201),GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
COMPMED202,Training in Research and Biomethodology for Laboratory Animal Science,GR,MED,,Medical Option (Med-Ltr-CR/NC),5,Active
COMPMED207,Comparative Brain Evolution (COMPMED 107),GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
COMPMED209,Laboratory Animal Medicine Seminar,GR,MED,,Medical Satisfactory/No Credit,2,Active
COMPMED210,Introduction to Mouse Histopathology,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
COMPMED211,Biostatistics for the Life Sciences: Best practices for reproducibility and trasnlation,GR,MED,,Medical Satisfactory/No Credit,2,Active
COMPMED215,Synaptic Properties and Neuronal Circuits,GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
COMPMED260,MLAS Practicum,GR,MED,,Medical Option (Med-Ltr-CR/NC),15,Active
COMPMED290,MLAS Career Development,GR,MED,,Medical Satisfactory/No Credit,6,Active
COMPMED299,Directed Reading in Comparative Medicine,GR,MED,,Medical Option (Med-Ltr-CR/NC),18,Active
COMPMED370,Medical Scholars Research,MED,MED,,Medical School MD Grades,18,Active
COMPMED399,Graduate Research,GR,MED,,Medical Option (Med-Ltr-CR/NC),18,Active
COMPMED801,TGR Project,GR,MED,,TGR,0,Active
DERM199,Undergraduate Research,UG,MED,,Letter or Credit/No Credit,18,Active
DERM370,Medical Scholars Research,MED,MED,,Medical School MD Grades,18,Active
DERM399,Graduate Research,GR,MED,,Medical Satisfactory/No Credit,18,Active
DBIO199,Undergraduate Research,UG,MED,,Letter or Credit/No Credit,18,Active
DBIO200,Genetics and Developmental Biology Training Camp (GENE 200),MED,MED,,Medical Satisfactory/No Credit,1,Active
DBIO201,Development and Disease Mechanisms,GR,MED,,Medical Option (Med-Ltr-CR/NC),2,Active
DBIO210,Developmental Biology,GR,MED,,Medical Option (Med-Ltr-CR/NC),4,Active
DBIO211,Biophysics of Multi-cellular Systems and Amorphous Computing (BIOE 211; BIOE 311; BIOPHYS 311),GR,MED,,Medical Option (Med-Ltr-CR/NC),3,Active
DBIO215,Frontiers in Biological Research (BIOC 215; GENE 215),GR,MED,,Medical Satisfactory/No Credit,1,Active
